,LIPNet,LIPNet,LIPNet,LIPNet,AlphaFold-rsa,AlphaFold-rsa,AlphaFold-rsa,AlphaFold-rsa,AIUPred,AIUPred,AIUPred,AIUPred
,tn,fp,fn,tp,tn,fp,fn,tp,tn,fp,fn,tp
0.121,6622.0,61216.0,4393.0,27008.0,2238.0,65600.0,3.0,31398.0,18280.0,49472.0,856.0,30510.0
0.12,6552.0,61286.0,4350.0,27051.0,2185.0,65653.0,3.0,31398.0,18136.0,49616.0,849.0,30517.0
0.119,6458.0,61380.0,4317.0,27084.0,2131.0,65707.0,3.0,31398.0,17986.0,49766.0,842.0,30524.0
0.118,6362.0,61476.0,4279.0,27122.0,2070.0,65768.0,2.0,31399.0,17827.0,49925.0,834.0,30532.0
0.117,6260.0,61578.0,4246.0,27155.0,2011.0,65827.0,2.0,31399.0,17697.0,50055.0,831.0,30535.0
0.116,6165.0,61673.0,4196.0,27205.0,1949.0,65889.0,2.0,31399.0,17525.0,50227.0,824.0,30542.0
0.115,6078.0,61760.0,4165.0,27236.0,1898.0,65940.0,2.0,31399.0,17383.0,50369.0,818.0,30548.0
0.114,5996.0,61842.0,4134.0,27267.0,1855.0,65983.0,2.0,31399.0,17227.0,50525.0,814.0,30552.0
0.113,5917.0,61921.0,4091.0,27310.0,1802.0,66036.0,2.0,31399.0,17082.0,50670.0,809.0,30557.0
0.112,5827.0,62011.0,4051.0,27350.0,1767.0,66071.0,2.0,31399.0,16951.0,50801.0,805.0,30561.0
0.111,5759.0,62079.0,4014.0,27387.0,1705.0,66133.0,2.0,31399.0,16793.0,50959.0,800.0,30566.0
0.11,5668.0,62170.0,3984.0,27417.0,1670.0,66168.0,2.0,31399.0,16643.0,51109.0,795.0,30571.0
0.109,5574.0,62264.0,3934.0,27467.0,1627.0,66211.0,2.0,31399.0,16501.0,51251.0,790.0,30576.0
0.108,5482.0,62356.0,3891.0,27510.0,1590.0,66248.0,2.0,31399.0,16349.0,51403.0,783.0,30583.0
0.107,5402.0,62436.0,3857.0,27544.0,1534.0,66304.0,2.0,31399.0,16210.0,51542.0,775.0,30591.0
0.106,5330.0,62508.0,3819.0,27582.0,1500.0,66338.0,2.0,31399.0,16039.0,51713.0,767.0,30599.0
0.105,5255.0,62583.0,3776.0,27625.0,1468.0,66370.0,2.0,31399.0,15912.0,51840.0,762.0,30604.0
0.104,5170.0,62668.0,3732.0,27669.0,1420.0,66418.0,2.0,31399.0,15756.0,51996.0,752.0,30614.0
0.103,5097.0,62741.0,3684.0,27717.0,1381.0,66457.0,2.0,31399.0,15625.0,52127.0,743.0,30623.0
0.102,5007.0,62831.0,3655.0,27746.0,1342.0,66496.0,2.0,31399.0,15490.0,52262.0,732.0,30634.0
0.101,4915.0,62923.0,3604.0,27797.0,1297.0,66541.0,2.0,31399.0,15357.0,52395.0,726.0,30640.0
0.1,4831.0,63007.0,3560.0,27841.0,1262.0,66576.0,2.0,31399.0,15186.0,52566.0,722.0,30644.0
0.099,4755.0,63083.0,3523.0,27878.0,1222.0,66616.0,1.0,31400.0,15054.0,52698.0,717.0,30649.0
0.098,4673.0,63165.0,3485.0,27916.0,1191.0,66647.0,1.0,31400.0,14911.0,52841.0,711.0,30655.0
0.097,4599.0,63239.0,3448.0,27953.0,1152.0,66686.0,1.0,31400.0,14765.0,52987.0,704.0,30662.0
0.096,4513.0,63325.0,3416.0,27985.0,1115.0,66723.0,0.0,31401.0,14625.0,53127.0,693.0,30673.0
0.095,4433.0,63405.0,3370.0,28031.0,1079.0,66759.0,0.0,31401.0,14503.0,53249.0,683.0,30683.0
0.094,4358.0,63480.0,3335.0,28066.0,1054.0,66784.0,0.0,31401.0,14367.0,53385.0,674.0,30692.0
0.093,4279.0,63559.0,3301.0,28100.0,1016.0,66822.0,0.0,31401.0,14227.0,53525.0,669.0,30697.0
0.092,4175.0,63663.0,3259.0,28142.0,986.0,66852.0,0.0,31401.0,14083.0,53669.0,655.0,30711.0
0.091,4111.0,63727.0,3223.0,28178.0,950.0,66888.0,0.0,31401.0,13955.0,53797.0,646.0,30720.0
0.09,4043.0,63795.0,3182.0,28219.0,915.0,66923.0,0.0,31401.0,13803.0,53949.0,639.0,30727.0
0.089,3977.0,63861.0,3131.0,28270.0,893.0,66945.0,0.0,31401.0,13673.0,54079.0,628.0,30738.0
0.088,3898.0,63940.0,3088.0,28313.0,868.0,66970.0,0.0,31401.0,13516.0,54236.0,618.0,30748.0
0.087,3824.0,64014.0,3048.0,28353.0,834.0,67004.0,0.0,31401.0,13374.0,54378.0,608.0,30758.0
0.086,3749.0,64089.0,3017.0,28384.0,814.0,67024.0,0.0,31401.0,13236.0,54516.0,601.0,30765.0
0.085,3669.0,64169.0,2981.0,28420.0,796.0,67042.0,0.0,31401.0,13105.0,54647.0,594.0,30772.0
0.084,3603.0,64235.0,2940.0,28461.0,766.0,67072.0,0.0,31401.0,12977.0,54775.0,589.0,30777.0
0.083,3542.0,64296.0,2894.0,28507.0,746.0,67092.0,0.0,31401.0,12827.0,54925.0,579.0,30787.0
0.082,3447.0,64391.0,2858.0,28543.0,725.0,67113.0,0.0,31401.0,12683.0,55069.0,570.0,30796.0
0.081,3376.0,64462.0,2821.0,28580.0,704.0,67134.0,0.0,31401.0,12539.0,55213.0,561.0,30805.0
0.08,3302.0,64536.0,2787.0,28614.0,684.0,67154.0,0.0,31401.0,12398.0,55354.0,549.0,30817.0
0.079,3238.0,64600.0,2752.0,28649.0,659.0,67179.0,0.0,31401.0,12255.0,55497.0,544.0,30822.0
0.078,3140.0,64698.0,2713.0,28688.0,625.0,67213.0,0.0,31401.0,12135.0,55617.0,537.0,30829.0
0.077,3064.0,64774.0,2666.0,28735.0,606.0,67232.0,0.0,31401.0,11977.0,55775.0,529.0,30837.0
0.076,2991.0,64847.0,2620.0,28781.0,583.0,67255.0,0.0,31401.0,11824.0,55928.0,515.0,30851.0
0.075,2921.0,64917.0,2585.0,28816.0,563.0,67275.0,0.0,31401.0,11681.0,56071.0,505.0,30861.0
0.074,2846.0,64992.0,2556.0,28845.0,551.0,67287.0,0.0,31401.0,11571.0,56181.0,494.0,30872.0
0.073,2781.0,65057.0,2522.0,28879.0,537.0,67301.0,0.0,31401.0,11431.0,56321.0,488.0,30878.0
0.072,2705.0,65133.0,2478.0,28923.0,519.0,67319.0,0.0,31401.0,11284.0,56468.0,482.0,30884.0
0.071,2630.0,65208.0,2433.0,28968.0,509.0,67329.0,0.0,31401.0,11136.0,56616.0,472.0,30894.0
0.07,2544.0,65294.0,2394.0,29007.0,494.0,67344.0,0.0,31401.0,10977.0,56775.0,466.0,30900.0
0.069,2481.0,65357.0,2356.0,29045.0,483.0,67355.0,0.0,31401.0,10846.0,56906.0,456.0,30910.0
0.068,2404.0,65434.0,2322.0,29079.0,464.0,67374.0,0.0,31401.0,10696.0,57056.0,445.0,30921.0
0.067,2335.0,65503.0,2285.0,29116.0,444.0,67394.0,0.0,31401.0,10529.0,57223.0,439.0,30927.0
0.066,2277.0,65561.0,2245.0,29156.0,425.0,67413.0,0.0,31401.0,10402.0,57350.0,431.0,30935.0
0.065,2203.0,65635.0,2207.0,29194.0,419.0,67419.0,0.0,31401.0,10242.0,57510.0,424.0,30942.0
0.064,2138.0,65700.0,2166.0,29235.0,407.0,67431.0,0.0,31401.0,10075.0,57677.0,421.0,30945.0
0.063,2075.0,65763.0,2134.0,29267.0,395.0,67443.0,0.0,31401.0,9954.0,57798.0,419.0,30947.0
0.062,2008.0,65830.0,2095.0,29306.0,384.0,67454.0,0.0,31401.0,9811.0,57941.0,416.0,30950.0
0.061,1930.0,65908.0,2046.0,29355.0,376.0,67462.0,0.0,31401.0,9664.0,58088.0,410.0,30956.0
0.06,1880.0,65958.0,2002.0,29399.0,359.0,67479.0,0.0,31401.0,9503.0,58249.0,407.0,30959.0
0.059,1810.0,66028.0,1946.0,29455.0,345.0,67493.0,0.0,31401.0,9342.0,58410.0,404.0,30962.0
0.058,1756.0,66082.0,1904.0,29497.0,326.0,67512.0,0.0,31401.0,9172.0,58580.0,395.0,30971.0
0.057,1712.0,66126.0,1857.0,29544.0,314.0,67524.0,0.0,31401.0,9026.0,58726.0,390.0,30976.0
0.056,1654.0,66184.0,1810.0,29591.0,302.0,67536.0,0.0,31401.0,8847.0,58905.0,384.0,30982.0
0.055,1590.0,66248.0,1776.0,29625.0,296.0,67542.0,0.0,31401.0,8716.0,59036.0,372.0,30994.0
0.054,1532.0,66306.0,1741.0,29660.0,283.0,67555.0,0.0,31401.0,8583.0,59169.0,367.0,30999.0
0.053,1482.0,66356.0,1703.0,29698.0,269.0,67569.0,0.0,31401.0,8428.0,59324.0,354.0,31012.0
0.052,1420.0,66418.0,1658.0,29743.0,259.0,67579.0,0.0,31401.0,8280.0,59472.0,349.0,31017.0
0.051,1369.0,66469.0,1608.0,29793.0,248.0,67590.0,0.0,31401.0,8111.0,59641.0,340.0,31026.0
0.05,1311.0,66527.0,1566.0,29835.0,224.0,67614.0,0.0,31401.0,7938.0,59814.0,334.0,31032.0
0.049,1262.0,66576.0,1525.0,29876.0,214.0,67624.0,0.0,31401.0,7782.0,59970.0,327.0,31039.0
0.048,1203.0,66635.0,1459.0,29942.0,210.0,67628.0,0.0,31401.0,7621.0,60131.0,319.0,31047.0
0.047,1143.0,66695.0,1416.0,29985.0,194.0,67644.0,0.0,31401.0,7467.0,60285.0,313.0,31053.0
0.046,1087.0,66751.0,1376.0,30025.0,181.0,67657.0,0.0,31401.0,7327.0,60425.0,305.0,31061.0
0.045,1032.0,66806.0,1338.0,30063.0,177.0,67661.0,0.0,31401.0,7182.0,60570.0,297.0,31069.0
0.044,993.0,66845.0,1296.0,30105.0,168.0,67670.0,0.0,31401.0,7034.0,60718.0,285.0,31081.0
0.043,942.0,66896.0,1264.0,30137.0,154.0,67684.0,0.0,31401.0,6903.0,60849.0,281.0,31085.0
0.042,896.0,66942.0,1220.0,30181.0,141.0,67697.0,0.0,31401.0,6757.0,60995.0,273.0,31093.0
0.041,849.0,66989.0,1176.0,30225.0,136.0,67702.0,0.0,31401.0,6626.0,61126.0,265.0,31101.0
0.04,794.0,67044.0,1149.0,30252.0,129.0,67709.0,0.0,31401.0,6479.0,61273.0,259.0,31107.0
0.039,760.0,67078.0,1103.0,30298.0,125.0,67713.0,0.0,31401.0,6320.0,61432.0,253.0,31113.0
0.038,710.0,67128.0,1059.0,30342.0,118.0,67720.0,0.0,31401.0,6167.0,61585.0,249.0,31117.0
0.037,670.0,67168.0,1013.0,30388.0,107.0,67731.0,0.0,31401.0,6034.0,61718.0,243.0,31123.0
0.036,630.0,67208.0,967.0,30434.0,104.0,67734.0,0.0,31401.0,5905.0,61847.0,238.0,31128.0
0.035,589.0,67249.0,923.0,30478.0,98.0,67740.0,0.0,31401.0,5758.0,61994.0,234.0,31132.0
0.034,553.0,67285.0,876.0,30525.0,92.0,67746.0,0.0,31401.0,5629.0,62123.0,227.0,31139.0
0.033,527.0,67311.0,825.0,30576.0,86.0,67752.0,0.0,31401.0,5495.0,62257.0,217.0,31149.0
0.032,499.0,67339.0,778.0,30623.0,75.0,67763.0,0.0,31401.0,5369.0,62383.0,214.0,31152.0
0.031,477.0,67361.0,737.0,30664.0,70.0,67768.0,0.0,31401.0,5263.0,62489.0,208.0,31158.0
0.03,447.0,67391.0,694.0,30707.0,62.0,67776.0,0.0,31401.0,5122.0,62630.0,204.0,31162.0
0.029,417.0,67421.0,660.0,30741.0,50.0,67788.0,0.0,31401.0,4992.0,62760.0,198.0,31168.0
0.028,383.0,67455.0,607.0,30794.0,,,,,4863.0,62889.0,194.0,31172.0
0.027,345.0,67493.0,564.0,30837.0,45.0,67793.0,0.0,31401.0,4733.0,63019.0,191.0,31175.0
0.026,324.0,67514.0,520.0,30881.0,41.0,67797.0,0.0,31401.0,4590.0,63162.0,186.0,31180.0
0.025,302.0,67536.0,480.0,30921.0,37.0,67801.0,0.0,31401.0,4446.0,63306.0,176.0,31190.0
0.024,271.0,67567.0,446.0,30955.0,36.0,67802.0,0.0,31401.0,4291.0,63461.0,173.0,31193.0
0.023,246.0,67592.0,418.0,30983.0,34.0,67804.0,0.0,31401.0,4154.0,63598.0,163.0,31203.0
0.022,219.0,67619.0,383.0,31018.0,32.0,67806.0,0.0,31401.0,4032.0,63720.0,155.0,31211.0
0.021,195.0,67643.0,350.0,31051.0,31.0,67807.0,0.0,31401.0,3900.0,63852.0,143.0,31223.0
0.02,170.0,67668.0,315.0,31086.0,27.0,67811.0,0.0,31401.0,3774.0,63978.0,135.0,31231.0
0.019,152.0,67686.0,276.0,31125.0,25.0,67813.0,0.0,31401.0,3637.0,64115.0,128.0,31238.0
0.018,134.0,67704.0,247.0,31154.0,22.0,67816.0,0.0,31401.0,3503.0,64249.0,123.0,31243.0
0.017,119.0,67719.0,223.0,31178.0,20.0,67818.0,0.0,31401.0,3390.0,64362.0,114.0,31252.0
0.016,110.0,67728.0,197.0,31204.0,16.0,67822.0,0.0,31401.0,3276.0,64476.0,112.0,31254.0
0.015,94.0,67744.0,180.0,31221.0,14.0,67824.0,0.0,31401.0,3162.0,64590.0,105.0,31261.0
0.014,80.0,67758.0,145.0,31256.0,10.0,67828.0,0.0,31401.0,3047.0,64705.0,99.0,31267.0
0.013,74.0,67764.0,118.0,31283.0,,,,,2912.0,64840.0,95.0,31271.0
0.012,59.0,67779.0,97.0,31304.0,,,,,2783.0,64969.0,83.0,31283.0
0.011,48.0,67790.0,75.0,31326.0,,,,,2649.0,65103.0,81.0,31285.0
0.01,41.0,67797.0,57.0,31344.0,9.0,67829.0,0.0,31401.0,2508.0,65244.0,75.0,31291.0
0.009,31.0,67807.0,28.0,31373.0,7.0,67831.0,0.0,31401.0,2374.0,65378.0,70.0,31296.0
0.008,19.0,67819.0,12.0,31389.0,,,,,2249.0,65503.0,61.0,31305.0
0.007,11.0,67827.0,8.0,31393.0,,,,,2105.0,65647.0,54.0,31312.0
0.006,8.0,67830.0,5.0,31396.0,,,,,1918.0,65834.0,48.0,31318.0
0.005,3.0,67835.0,1.0,31400.0,,,,,1735.0,66017.0,40.0,31326.0
0.004,0.0,67838.0,0.0,31401.0,1.0,67837.0,0.0,31401.0,1560.0,66192.0,36.0,31330.0
0.003,,,,,0.0,67838.0,0.0,31401.0,1342.0,66410.0,25.0,31341.0
0.002,,,,,,,,,1072.0,66680.0,17.0,31349.0
0.001,,,,,,,,,586.0,67166.0,1.0,31365.0
0.0,,,,,,,,,0.0,67752.0,0.0,31366.0
